age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,previous,poutcome,deposit,job_was_unknown,education_was_unknown,contact_was_unknown,poutcome_was_unknown,was_previously_contacted,effective_pdays,balance_per_contact,duration_per_contact,has_any_loan,month_num,quarter,age_group,balance_band,campaign_band,age_minmax,balance_minmax,day_minmax,duration_minmax,campaign_minmax,previous_minmax,balance_per_contact_minmax,duration_per_contact_minmax
31.0,technician,single,tertiary,no,1798,yes,no,missing,8,393,1,0,missing,no,0,0,1,1,0,,1798.0,393.0,1,5,q2,26-35,very_high,1_contact,0.16883116883116883,0.08912715849871988,0.23333333333333334,0.0799105327368849,0.0,0.0,0.07933084956044562,0.0799105327368849
38.0,management,single,tertiary,no,220,yes,no,missing,8,87,2,0,missing,no,0,0,1,1,0,,110.0,43.5,1,5,q2,36-50,medium,2_to_3,0.2597402597402597,0.07480071904563035,0.23333333333333334,0.01769011793411956,0.016129032258064516,0.0,0.06384091618184154,0.00884505896705978
32.0,blue-collar,married,secondary,no,715,yes,no,missing,8,108,2,0,missing,no,0,0,1,1,0,,357.5,54.0,1,5,q2,26-35,high,2_to_3,0.18181818181818182,0.07929475423528771,0.23333333333333334,0.021960146400976006,0.016129032258064516,0.0,0.0661121001339769,0.010980073200488003
32.0,services,married,secondary,no,442,yes,no,missing,8,207,1,0,missing,no,0,0,1,1,0,,442.0,207.0,1,5,q2,26-35,medium,1_contact,0.18181818181818182,0.0768162257367494,0.23333333333333334,0.04209028060187068,0.0,0.0,0.06688751445298878,0.04209028060187068
26.0,student,single,secondary,no,85,yes,no,missing,8,278,2,0,missing,no,0,0,1,1,0,,42.5,139.0,1,5,q2,26-35,medium,2_to_3,0.1038961038961039,0.0735750730848147,0.23333333333333334,0.05652704351362343,0.016129032258064516,0.0,0.06322150237671371,0.028263521756811714
35.0,technician,married,secondary,no,319,yes,no,missing,8,74,1,0,missing,no,0,0,1,1,0,,319.0,74.0,1,5,q2,26-35,medium,1_contact,0.22077922077922077,0.07569952608356181,0.23333333333333334,0.015046766978446523,0.0,0.0,0.06575880485253363,0.015046766978446523
26.0,blue-collar,single,secondary,no,-29,yes,no,missing,8,196,1,0,missing,no,0,0,1,1,0,,-29.0,196.0,1,5,q2,26-35,low,1_contact,0.1038961038961039,0.07254008316234815,0.23333333333333334,0.03985359902399349,0.0,0.0,0.06256538256831905,0.03985359902399349
33.0,admin.,single,secondary,no,303,no,no,missing,8,149,1,0,missing,no,0,0,1,1,0,,303.0,149.0,0,5,q2,26-35,medium,1_contact,0.19480519480519481,0.07555426434005774,0.23333333333333334,0.03029686864579097,0.0,0.0,0.06561198083946629,0.03029686864579097
39.0,blue-collar,single,primary,no,2398,yes,no,missing,8,287,2,0,missing,no,1,0,1,1,0,,1199.0,143.5,1,5,q2,36-50,very_high,2_to_3,0.2727272727272727,0.09457447388012274,0.23333333333333334,0.05835705571370476,0.016129032258064516,0.0,0.07383412557123717,0.02917852785685238
30.0,entrepreneur,married,secondary,no,31,no,no,missing,8,229,1,0,missing,no,0,0,1,1,0,,31.0,229.0,0,5,q2,26-35,low,1_contact,0.15584415584415584,0.07308481470048844,0.23333333333333334,0.04656364375762505,0.0,0.0,0.06311597261732156,0.04656364375762505
36.0,technician,single,secondary,no,1832,yes,no,missing,8,154,1,0,missing,no,0,0,1,1,0,,1832.0,154.0,1,5,q2,36-50,very_high,1_contact,0.23376623376623376,0.08943583970366605,0.23333333333333334,0.0313135420902806,0.0,0.0,0.0796428505882137,0.0313135420902806
46.0,services,married,secondary,no,2019,yes,no,missing,8,357,1,0,missing,no,0,0,1,1,0,,2019.0,357.0,1,5,q2,36-50,very_high,1_contact,0.36363636363636365,0.09113358633086993,0.23333333333333334,0.07259048393655958,0.0,0.0,0.08135885624093821,0.07259048393655958
30.0,blue-collar,married,primary,no,3,yes,no,missing,8,147,1,0,missing,no,0,0,1,1,0,,3.0,147.0,1,5,q2,26-35,low,1_contact,0.15584415584415584,0.07283060664935631,0.23333333333333334,0.02989019926799512,0.0,0.0,0.06285903059445372,0.02989019926799512
46.0,services,married,secondary,no,397,no,no,missing,8,93,1,0,missing,no,0,0,1,1,0,,397.0,93.0,0,5,q2,36-50,medium,1_contact,0.36363636363636365,0.0764076770831442,0.23333333333333334,0.018910126067507117,0.0,0.0,0.0664745719162369,0.018910126067507117
38.0,technician,married,tertiary,no,1161,yes,no,missing,8,665,1,0,missing,no,0,0,1,1,0,,1161.0,665.0,1,5,q2,36-50,high,1_contact,0.2597402597402597,0.08334392533546384,0.23333333333333334,0.13521756811712077,0.0,0.0,0.07348541854020225,0.13521756811712077
24.0,technician,single,tertiary,no,777,yes,no,missing,8,131,1,0,missing,no,0,0,1,1,0,,777.0,131.0,1,5,q2,18-25,high,1_contact,0.07792207792207792,0.07985764349136601,0.23333333333333334,0.026636844245628306,0.0,0.0,0.06996164222658616,0.026636844245628306
38.0,management,divorced,tertiary,no,47,yes,no,missing,8,160,1,0,missing,no,0,0,1,1,0,,47.0,160.0,1,5,q2,36-50,low,1_contact,0.2597402597402597,0.07323007644399251,0.23333333333333334,0.032533550223668155,0.0,0.0,0.0632627966303889,0.032533550223668155
28.0,technician,married,primary,no,-58,yes,no,missing,8,74,1,0,missing,no,0,0,1,1,0,,-58.0,74.0,1,5,q2,26-35,low,1_contact,0.12987012987012986,0.07227679625224702,0.23333333333333334,0.015046766978446523,0.0,0.0,0.0622992640446345,0.015046766978446523
55.0,unemployed,single,tertiary,no,1513,yes,no,missing,8,60,1,0,missing,no,0,0,1,1,0,,1513.0,60.0,1,5,q2,51-65,very_high,1_contact,0.4805194805194805,0.08653968369255352,0.23333333333333334,0.012200081333875559,0.0,0.0,0.07671554682768367,0.012200081333875559
40.0,management,married,tertiary,no,121,no,no,missing,8,82,1,0,missing,no,0,0,1,1,0,,121.0,82.0,0,5,q2,36-50,medium,1_contact,0.2857142857142857,0.07390191200769887,0.23333333333333334,0.01667344448962993,0.0,0.0,0.06394185769082533,0.01667344448962993
38.0,management,divorced,tertiary,no,904,yes,no,missing,8,475,1,0,missing,no,0,0,1,1,0,,904.0,475.0,1,5,q2,36-50,high,1_contact,0.2597402597402597,0.0810106585804296,0.23333333333333334,0.09658397722651485,0.0,0.0,0.07112705783030815,0.09658397722651485
40.0,technician,married,secondary,no,697,yes,no,missing,8,111,1,0,missing,no,0,0,1,1,0,,697.0,111.0,1,5,q2,36-50,high,1_contact,0.2857142857142857,0.07913133477384562,0.23333333333333334,0.022570150467669785,0.0,0.0,0.06922752216124947,0.022570150467669785
54.0,services,married,secondary,no,841,yes,no,missing,8,284,4,0,missing,no,0,0,1,1,0,,210.25,71.0,1,5,q2,51-65,high,4_to_6,0.4675324675324675,0.08043869046538231,0.23333333333333334,0.05774705164701098,0.04838709677419355,0.0,0.06476086038871658,0.014436762911752745
49.0,housemaid,married,secondary,no,7317,yes,no,missing,8,140,1,0,missing,no,0,0,1,1,0,,7317.0,140.0,1,5,q2,36-50,very_high,1_contact,0.4025974025974026,0.13923338114865724,0.23333333333333334,0.028466856445709638,0.0,0.0,0.12997595756786023,0.028466856445709638
44.0,blue-collar,married,secondary,no,-95,yes,no,missing,8,110,1,0,missing,no,0,0,1,1,0,,-95.0,110.0,1,5,q2,36-50,low,1_contact,0.33766233766233766,0.07194087847039383,0.23333333333333334,0.022366815778771858,0.0,0.0,0.06195973351441628,0.022366815778771858
32.0,management,single,tertiary,no,751,yes,no,missing,8,64,1,0,missing,no,0,0,1,1,0,,751.0,64.0,1,5,q2,26-35,high,1_contact,0.18181818181818182,0.07962159315817188,0.23333333333333334,0.013013420089467263,0.0,0.0,0.06972305320535173,0.013013420089467263
36.0,blue-collar,married,primary,no,250,yes,no,missing,8,149,1,0,missing,no,0,0,1,1,0,,250.0,149.0,1,5,q2,36-50,medium,1_contact,0.23376623376623376,0.07507308481470049,0.23333333333333334,0.03029686864579097,0.0,0.0,0.06512562629618074,0.03029686864579097
35.0,technician,single,secondary,no,365,yes,no,missing,8,256,2,0,missing,no,0,0,1,1,0,,182.5,128.0,1,5,q2,26-35,medium,2_to_3,0.22077922077922077,0.07611715359613604,0.23333333333333334,0.05205368035786905,0.016129032258064516,0.0,0.06450621249105291,0.026026840178934526
31.0,management,single,tertiary,no,1315,yes,no,missing,8,156,1,0,missing,no,0,0,0,1,0,,1315.0,156.0,1,5,q2,26-35,high,1_contact,0.16883116883116883,0.08474206961669058,0.23333333333333334,0.03172021146807645,0.0,0.0,0.07489859966597537,0.03172021146807645
34.0,technician,married,secondary,no,65,yes,no,missing,8,63,3,0,missing,no,0,0,1,1,0,,21.666666666666668,21.0,1,5,q2,26-35,low,2_to_3,0.2077922077922078,0.0733934959054346,0.23333333333333334,0.012810085400569337,0.03225806451612903,0.0,0.06303032527636562,0.004270028466856445
36.0,management,married,tertiary,no,1852,no,no,missing,8,362,1,0,missing,no,0,0,1,1,0,,1852.0,362.0,0,5,q2,36-50,very_high,1_contact,0.23376623376623376,0.08961741688304614,0.23333333333333334,0.07360715738104921,0.0,0.0,0.07982638060454787,0.07360715738104921
44.0,admin.,single,secondary,no,-84,yes,no,missing,8,32,3,0,missing,no,0,0,1,1,0,,-28.0,10.666666666666666,1,5,q2,36-50,low,2_to_3,0.33766233766233766,0.07204074591905289,0.23333333333333334,0.0065067100447336315,0.03225806451612903,0.0,0.06257455906913575,0.0021689033482445437
44.0,blue-collar,single,secondary,no,36,yes,no,missing,8,712,1,0,missing,no,0,0,1,1,0,,36.0,712.0,1,5,q2,36-50,low,1_contact,0.33766233766233766,0.07313020899533347,0.23333333333333334,0.1447742984953233,0.0,0.0,0.06316185512140511,0.1447742984953233
51.0,blue-collar,married,secondary,no,125,yes,no,missing,8,102,2,0,missing,no,0,1,1,1,0,,62.5,51.0,1,5,q2,51-65,medium,2_to_3,0.42857142857142855,0.0739382274435749,0.23333333333333334,0.02074013826758845,0.016129032258064516,0.0,0.06340503239304789,0.010370069133794225
36.0,blue-collar,married,secondary,no,0,no,no,missing,8,338,2,0,missing,no,0,0,1,1,0,,0.0,169.0,0,5,q2,36-50,low,2_to_3,0.23376623376623376,0.07280337007244929,0.23333333333333334,0.06872712484749899,0.016129032258064516,0.0,0.0628315010920036,0.034363562423749494
37.0,blue-collar,married,secondary,no,105,yes,no,missing,8,69,2,0,missing,no,0,0,1,1,0,,52.5,34.5,1,5,q2,36-50,medium,2_to_3,0.24675324675324675,0.0737566502641948,0.23333333333333334,0.014030093533956893,0.016129032258064516,0.0,0.0633132673848808,0.0070150467669784465
31.0,services,married,secondary,no,432,yes,no,missing,8,446,1,0,missing,no,0,0,1,1,0,,432.0,446.0,1,5,q2,26-35,medium,1_contact,0.16883116883116883,0.07672543714705936,0.23333333333333334,0.09068727124847499,0.0,0.0,0.0667957494448217,0.09068727124847499
42.0,blue-collar,married,primary,no,555,yes,no,missing,8,249,2,0,missing,no,0,0,1,1,0,,277.5,124.5,1,5,q2,36-50,high,2_to_3,0.3116883116883117,0.07784213680024694,0.23333333333333334,0.05063033753558357,0.016129032258064516,0.0,0.06537798006864022,0.025315168767791784
55.0,entrepreneur,married,primary,no,-24,yes,no,missing,8,176,1,0,missing,no,0,0,1,1,0,,-24.0,176.0,1,5,q2,51-65,low,1_contact,0.4805194805194805,0.07258547745719318,0.23333333333333334,0.03578690524603497,0.0,0.0,0.0626112650724026,0.03578690524603497
57.0,management,married,tertiary,no,2261,yes,no,missing,8,1007,1,0,missing,no,0,0,1,1,0,,2261.0,1007.0,1,5,q2,51-65,very_high,1_contact,0.5064935064935064,0.09333067020136909,0.23333333333333334,0.20475803172021148,0.0,0.0,0.08357956943858168,0.20475803172021148
33.0,services,married,secondary,no,804,yes,yes,missing,8,266,1,0,missing,no,0,0,1,1,0,,804.0,266.0,1,5,q2,26-35,high,1_contact,0.19480519480519481,0.08010277268352914,0.23333333333333334,0.054087027246848315,0.0,0.0,0.07020940774863729,0.054087027246848315
44.0,blue-collar,married,secondary,yes,-617,yes,no,missing,8,172,1,0,missing,no,0,0,1,1,0,,-617.0,172.0,1,5,q2,36-50,low,1_contact,0.33766233766233766,0.06720171408857335,0.23333333333333334,0.03497356649044327,0.0,0.0,0.05716960008809441,0.03497356649044327
30.0,technician,married,secondary,no,-1,yes,no,missing,8,323,1,0,missing,no,0,0,1,1,0,,-1.0,323.0,1,5,q2,26-35,low,1_contact,0.15584415584415584,0.07279429121348029,0.23333333333333334,0.0656771045140301,0.0,0.0,0.06282232459118689,0.0656771045140301
37.0,services,married,secondary,no,237,yes,no,missing,8,175,1,0,missing,no,0,0,1,1,0,,237.0,175.0,1,5,q2,36-50,medium,1_contact,0.24675324675324675,0.07495505964810342,0.23333333333333334,0.03558357055713705,0.0,0.0,0.06500633178556353,0.03558357055713705
32.0,admin.,married,secondary,no,514,yes,no,missing,8,459,1,0,missing,no,0,0,0,1,0,,514.0,459.0,1,5,q2,26-35,high,1_contact,0.18181818181818182,0.07746990358251775,0.23333333333333334,0.09333062220414803,0.0,0.0,0.06754822251179181,0.09333062220414803
33.0,blue-collar,married,secondary,no,1988,yes,no,missing,8,211,2,0,missing,no,0,0,1,1,0,,994.0,105.5,1,5,q2,26-35,very_high,2_to_3,0.19480519480519481,0.09085214170283079,0.23333333333333334,0.04290361935746238,0.016129032258064516,0.0,0.07195294290381192,0.02145180967873119
31.0,technician,single,tertiary,no,491,yes,no,missing,8,237,1,0,missing,no,0,0,1,1,0,,491.0,237.0,1,5,q2,26-35,high,1_contact,0.16883116883116883,0.07726108982623064,0.23333333333333334,0.048190321268808456,0.0,0.0,0.0673371629930075,0.048190321268808456
46.0,technician,married,tertiary,no,675,yes,no,missing,8,50,1,0,missing,no,0,0,1,1,0,,675.0,50.0,1,5,q2,36-50,high,1_contact,0.36363636363636365,0.07893159987652752,0.23333333333333334,0.010166734444896299,0.0,0.0,0.06902563914328189,0.010166734444896299
34.0,blue-collar,single,secondary,no,177,yes,no,missing,8,500,1,0,missing,no,0,0,1,1,0,,177.0,500.0,1,5,q2,26-35,medium,1_contact,0.2077922077922078,0.07441032810996313,0.23333333333333334,0.101667344448963,0.0,0.0,0.06445574173656102,0.101667344448963
38.0,admin.,divorced,secondary,no,340,yes,no,missing,8,186,1,0,missing,no,0,0,1,1,0,,340.0,186.0,1,5,q2,36-50,medium,1_contact,0.2597402597402597,0.07589018212191091,0.23333333333333334,0.037820252135014235,0.0,0.0,0.06595151136968451,0.037820252135014235
49.0,technician,married,primary,no,230,yes,no,missing,8,96,1,0,missing,no,0,0,1,1,0,,230.0,96.0,1,5,q2,36-50,medium,1_contact,0.4025974025974026,0.07489150763532039,0.23333333333333334,0.019520130134200894,0.0,0.0,0.06494209627984657,0.019520130134200894
52.0,management,single,tertiary,yes,0,no,no,missing,8,98,1,0,missing,no,0,0,1,1,0,,0.0,98.0,0,5,q2,51-65,low,1_contact,0.44155844155844154,0.07280337007244929,0.23333333333333334,0.019926799511996746,0.0,0.0,0.0628315010920036,0.019926799511996746
43.0,technician,married,tertiary,no,2331,yes,no,missing,8,364,4,0,missing,no,0,0,1,1,0,,582.75,91.0,1,5,q2,36-50,very_high,4_to_6,0.3246753246753247,0.09396619032919942,0.23333333333333334,0.07401382675884506,0.04838709677419355,0.0,0.06817910694294052,0.018503456689711265
35.0,blue-collar,divorced,secondary,no,0,yes,no,missing,8,477,1,0,missing,no,0,0,1,1,0,,0.0,477.0,1,5,q2,26-35,low,1_contact,0.22077922077922077,0.07280337007244929,0.23333333333333334,0.0969906466043107,0.0,0.0,0.0628315010920036,0.0969906466043107
27.0,student,single,secondary,no,217,yes,no,missing,8,319,1,0,missing,no,0,0,1,1,0,,217.0,319.0,1,5,q2,26-35,medium,1_contact,0.11688311688311688,0.07477348246872333,0.23333333333333334,0.06486376575843839,0.0,0.0,0.06482280176922936,0.06486376575843839
43.0,blue-collar,married,primary,no,186,yes,no,missing,8,178,1,0,missing,no,0,0,1,1,0,,186.0,178.0,1,5,q2,36-50,medium,1_contact,0.3246753246753247,0.07449203784068419,0.23333333333333334,0.036193574623830826,0.0,0.0,0.0645383302439114,0.036193574623830826
49.0,admin.,divorced,secondary,no,168,yes,yes,missing,8,513,1,0,missing,yes,0,0,1,1,0,,168.0,513.0,1,5,q2,36-50,medium,1_contact,0.4025974025974026,0.0743286183792421,0.23333333333333334,0.10431069540463603,0.0,0.0,0.06437315322921064,0.10431069540463603
50.0,services,divorced,secondary,no,145,yes,no,missing,8,170,1,0,missing,no,0,0,1,1,0,,145.0,170.0,1,5,q2,36-50,medium,1_contact,0.4155844155844156,0.07411980462295499,0.23333333333333334,0.03456689711264742,0.0,0.0,0.06416209371042635,0.03456689711264742
33.0,admin.,divorced,secondary,no,140,yes,no,missing,8,139,1,0,missing,no,0,0,1,1,0,,140.0,139.0,1,5,q2,26-35,medium,1_contact,0.19480519480519481,0.07407441032810996,0.23333333333333334,0.028263521756811714,0.0,0.0,0.0641162112063428,0.028263521756811714
49.0,services,married,secondary,no,-22,yes,no,missing,8,70,1,0,missing,no,0,0,1,1,0,,-22.0,70.0,1,5,q2,36-50,low,1_contact,0.4025974025974026,0.07260363517513119,0.23333333333333334,0.014233428222854819,0.0,0.0,0.06262961807403601,0.014233428222854819
50.0,technician,married,secondary,no,389,yes,no,missing,8,110,1,0,missing,no,0,0,1,1,0,,389.0,110.0,1,5,q2,36-50,medium,1_contact,0.4155844155844156,0.07633504621139216,0.23333333333333334,0.022366815778771858,0.0,0.0,0.06640115990970323,0.022366815778771858
42.0,admin.,married,secondary,no,323,yes,yes,missing,8,280,2,0,missing,no,0,0,1,1,0,,161.5,140.0,1,5,q2,36-50,medium,2_to_3,0.3116883116883117,0.07573584151943784,0.23333333333333334,0.056933712891419276,0.016129032258064516,0.0,0.06431350597390204,0.028466856445709638
28.0,services,married,secondary,no,6,yes,no,missing,8,667,1,0,missing,no,0,0,1,1,0,,6.0,667.0,1,5,q2,26-35,low,1_contact,0.12987012987012986,0.07285784322626332,0.23333333333333334,0.13562423749491664,0.0,0.0,0.06288656009690385,0.13562423749491664
41.0,technician,married,secondary,no,225,yes,yes,missing,8,63,2,0,missing,no,0,0,1,1,0,,112.5,31.5,1,5,q2,36-50,medium,2_to_3,0.2987012987012987,0.07484611334047538,0.23333333333333334,0.012810085400569337,0.016129032258064516,0.0,0.06386385743388331,0.0064050427002846685
34.0,services,married,secondary,no,142,yes,no,missing,8,159,4,0,missing,no,0,0,1,1,0,,35.5,39.75,1,5,q2,26-35,medium,4_to_6,0.2077922077922078,0.07409256804604797,0.23333333333333334,0.03233021553477023,0.04838709677419355,0.0,0.06315726687099675,0.008082553883692558
58.0,blue-collar,married,primary,no,5,no,no,missing,8,177,2,0,missing,no,0,0,1,1,0,,2.5,88.5,0,5,q2,51-65,low,2_to_3,0.5194805194805194,0.07284876436729432,0.23333333333333334,0.0359902399349329,0.016129032258064516,0.0,0.06285444234404537,0.01799511996746645
46.0,blue-collar,married,primary,no,174,yes,yes,missing,8,108,3,0,missing,no,0,0,1,1,0,,58.0,36.0,1,5,q2,36-50,medium,2_to_3,0.36363636363636365,0.07438309153305613,0.23333333333333334,0.021960146400976006,0.03225806451612903,0.0,0.0633637381393727,0.0073200488003253355
46.0,blue-collar,married,primary,no,-768,yes,no,missing,8,194,3,0,missing,no,0,0,1,1,0,,-256.0,64.66666666666667,1,5,q2,36-50,low,2_to_3,0.36363636363636365,0.06583080638425362,0.23333333333333334,0.03944692964619764,0.03225806451612903,0.0,0.060482316882926206,0.013148976548732549
39.0,blue-collar,married,secondary,no,30,no,no,missing,8,366,2,0,missing,no,0,0,1,1,0,,15.0,183.0,0,5,q2,36-50,low,2_to_3,0.2727272727272727,0.07307573584151944,0.23333333333333334,0.07442049613664091,0.016129032258064516,0.0,0.06296914860425423,0.037210248068320455
40.0,blue-collar,married,primary,no,968,yes,yes,missing,8,213,1,0,missing,no,0,0,1,1,0,,968.0,213.0,1,5,q2,36-50,high,1_contact,0.2857142857142857,0.08159170555444592,0.23333333333333334,0.04331028873525823,0.0,0.0,0.07171435388257749,0.04331028873525823
42.0,blue-collar,divorced,secondary,no,47,yes,yes,missing,8,141,1,0,missing,no,0,0,1,1,0,,47.0,141.0,1,5,q2,36-50,low,1_contact,0.3116883116883117,0.07323007644399251,0.23333333333333334,0.028670191134607562,0.0,0.0,0.0632627966303889,0.028670191134607562
33.0,entrepreneur,married,secondary,no,0,yes,yes,missing,8,982,1,0,missing,no,0,0,1,1,0,,0.0,982.0,1,5,q2,26-35,low,1_contact,0.19480519480519481,0.07280337007244929,0.23333333333333334,0.19967466449776333,0.0,0.0,0.0628315010920036,0.19967466449776333
27.0,services,married,primary,no,91,yes,no,missing,8,168,2,0,missing,no,0,0,1,1,0,,45.5,84.0,1,5,q2,26-35,medium,2_to_3,0.11688311688311688,0.07362954623862873,0.23333333333333334,0.03416022773485156,0.016129032258064516,0.0,0.06324903187916384,0.01708011386742578
43.0,blue-collar,married,primary,no,-77,yes,no,missing,8,468,1,0,missing,no,0,0,1,1,0,,-77.0,468.0,1,5,q2,36-50,low,1_contact,0.3246753246753247,0.07210429793183593,0.23333333333333334,0.09516063440422937,0.0,0.0,0.06212491052911704,0.09516063440422937
28.0,blue-collar,married,secondary,no,486,yes,no,missing,8,180,1,0,missing,no,0,1,1,1,0,,486.0,180.0,1,5,q2,26-35,high,1_contact,0.12987012987012986,0.07721569553138562,0.23333333333333334,0.036600244001626675,0.0,0.0,0.06729128048892397,0.036600244001626675
34.0,blue-collar,single,secondary,no,341,yes,no,missing,8,195,1,0,missing,no,0,0,1,1,0,,341.0,195.0,1,5,q2,26-35,medium,1_contact,0.2077922077922078,0.07589926098087993,0.23333333333333334,0.03965026433509557,0.0,0.0,0.06596068787050122,0.03965026433509557
37.0,services,married,secondary,no,50,yes,no,missing,8,352,3,0,missing,no,0,0,1,1,0,,16.666666666666668,117.33333333333333,1,5,q2,36-50,low,2_to_3,0.24675324675324675,0.07325731302089954,0.23333333333333334,0.07157381049206994,0.03225806451612903,0.0,0.06298444277228207,0.023857936830689982
41.0,services,married,secondary,no,205,yes,no,missing,8,91,1,0,missing,no,0,0,1,1,0,,205.0,91.0,1,5,q2,36-50,medium,1_contact,0.2987012987012987,0.07466453616109528,0.23333333333333334,0.018503456689711265,0.0,0.0,0.06471268375942886,0.018503456689711265
39.0,admin.,single,secondary,no,762,yes,no,missing,8,288,1,0,missing,no,0,0,1,1,0,,762.0,288.0,1,5,q2,36-50,high,1_contact,0.2727272727272727,0.07972146060683093,0.23333333333333334,0.058560390402602684,0.0,0.0,0.06982399471433554,0.058560390402602684
37.0,technician,single,tertiary,no,31,yes,no,missing,8,72,1,0,missing,no,0,0,1,1,0,,31.0,72.0,1,5,q2,36-50,low,1_contact,0.24675324675324675,0.07308481470048844,0.23333333333333334,0.014640097600650671,0.0,0.0,0.06311597261732156,0.014640097600650671
41.0,unemployed,married,primary,yes,-581,yes,no,missing,8,218,2,0,missing,no,0,0,1,1,0,,-290.5,109.0,1,5,q2,36-50,low,2_to_3,0.2987012987012987,0.06752855301145752,0.23333333333333334,0.04432696217974787,0.016129032258064516,0.0,0.06016572760474976,0.022163481089873933
36.0,services,single,secondary,no,-45,yes,no,missing,8,289,1,0,missing,no,0,0,1,1,0,,-45.0,289.0,1,5,q2,36-50,low,1_contact,0.23376623376623376,0.07239482141884408,0.23333333333333334,0.05876372509150061,0.0,0.0,0.06241855855525171,0.05876372509150061
51.0,blue-collar,married,primary,no,0,no,no,missing,8,384,1,0,missing,no,0,0,1,1,0,,0.0,384.0,0,5,q2,51-65,low,1_contact,0.42857142857142855,0.07280337007244929,0.23333333333333334,0.07808052053680357,0.0,0.0,0.0628315010920036,0.07808052053680357
28.0,self-employed,married,tertiary,no,120,yes,yes,missing,8,130,3,0,missing,no,0,0,1,1,0,,40.0,43.333333333333336,1,5,q2,26-35,medium,2_to_3,0.12987012987012986,0.07389283314872987,0.23333333333333334,0.026433509556730378,0.03225806451612903,0.0,0.06319856112467194,0.00881116985224346
31.0,blue-collar,married,secondary,no,335,yes,no,missing,8,226,1,0,missing,no,0,0,1,1,0,,335.0,226.0,1,5,q2,26-35,medium,1_contact,0.16883116883116883,0.0758447878270659,0.23333333333333334,0.045953639690931275,0.0,0.0,0.06590562886560097,0.045953639690931275
37.0,services,married,secondary,no,-232,yes,no,missing,8,208,1,0,missing,no,0,0,1,1,0,,-232.0,208.0,1,5,q2,36-50,low,1_contact,0.24675324675324675,0.07069707479164018,0.23333333333333334,0.0422936152907686,0.0,0.0,0.060702552902527206,0.0422936152907686
28.0,admin.,divorced,secondary,no,785,yes,no,missing,8,442,2,0,missing,yes,0,0,1,1,0,,392.5,221.0,1,5,q2,26-35,high,2_to_3,0.12987012987012986,0.07993027436311805,0.23333333333333334,0.08987393249288328,0.016129032258064516,0.0,0.06643327766256171,0.04493696624644164
31.0,services,married,secondary,no,28,yes,no,missing,8,101,1,0,missing,no,0,0,1,1,0,,28.0,101.0,1,5,q2,26-35,low,1_contact,0.16883116883116883,0.07305757812358143,0.23333333333333334,0.020536803578690525,0.0,0.0,0.06308844311487144,0.020536803578690525
43.0,management,single,tertiary,no,2067,yes,no,missing,8,756,1,0,missing,yes,0,0,1,1,0,,2067.0,756.0,1,5,q2,36-50,very_high,1_contact,0.3246753246753247,0.09156937156138216,0.23333333333333334,0.15372102480683206,0.0,0.0,0.08179932828014022,0.15372102480683206
48.0,blue-collar,married,primary,no,448,yes,no,missing,8,189,1,0,missing,no,0,0,1,1,0,,448.0,189.0,1,5,q2,36-50,medium,1_contact,0.38961038961038963,0.07687069889056343,0.23333333333333334,0.038430256201708014,0.0,0.0,0.06694257345788904,0.038430256201708014
26.0,student,single,tertiary,no,37,yes,no,missing,8,108,1,0,missing,no,0,0,1,1,0,,37.0,108.0,1,5,q2,26-35,low,1_contact,0.1038961038961039,0.07313928785430247,0.23333333333333334,0.021960146400976006,0.0,0.0,0.06317103162222182,0.021960146400976006
34.0,technician,single,tertiary,no,301,yes,no,missing,8,205,1,0,missing,no,0,0,1,1,0,,301.0,205.0,1,5,q2,26-35,medium,1_contact,0.2077922077922078,0.07553610662211974,0.23333333333333334,0.04168361122407483,0.0,0.0,0.06559362783783287,0.04168361122407483
38.0,blue-collar,married,primary,no,668,no,no,missing,8,238,1,0,missing,no,0,0,0,1,0,,668.0,238.0,0,5,q2,36-50,high,1_contact,0.2597402597402597,0.07886804786374449,0.23333333333333334,0.04839365595770639,0.0,0.0,0.06896140363756492,0.04839365595770639
38.0,admin.,divorced,secondary,no,115,yes,yes,missing,8,136,1,0,missing,no,0,0,1,1,0,,115.0,136.0,1,5,q2,36-50,medium,1_contact,0.2597402597402597,0.07384743885388484,0.23333333333333334,0.027653517690117934,0.0,0.0,0.06388679868592509,0.027653517690117934
49.0,admin.,single,secondary,no,275,no,no,missing,8,14,1,0,missing,no,0,0,1,1,0,,275.0,14.0,0,5,q2,36-50,medium,1_contact,0.4025974025974026,0.07530005628892561,0.23333333333333334,0.0028466856445709637,0.0,0.0,0.06535503881659846,0.0028466856445709637
60.0,retired,married,primary,no,414,no,no,missing,8,395,1,0,missing,no,0,0,1,1,0,,414.0,395.0,0,5,q2,51-65,medium,1_contact,0.5454545454545454,0.07656201768561727,0.23333333333333334,0.08031720211468077,0.0,0.0,0.06663057243012095,0.08031720211468077
32.0,management,single,tertiary,no,3,yes,no,missing,8,161,1,0,missing,no,0,0,1,1,0,,3.0,161.0,1,5,q2,26-35,low,1_contact,0.18181818181818182,0.07283060664935631,0.23333333333333334,0.032736884912566086,0.0,0.0,0.06285903059445372,0.032736884912566086
